specie	formula	sistema_xx	status	sottogruppo	gruppo	supergruppo	famiglia	sottoclasse	classe
Potassic-ferro-sadanagaite	KCa2(Fe2+3Al2)(Si5Al3)O22(OH)2	Monoclinic	Redefined	calcium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-ferro-taramite	K(NaCa)(Fe2+3Al2)(Si6Al2)O22(OH)2	Monoclinic	Redefined	sodium-calcium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-fluoro-hastingsite	KCa2(Fe2+4Fe3+)(Si6Al2)O22F2	Monoclinic	Redefined	calcium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-fluoro-pargasite	KCa2(Mg4Al)Si6Al2O22F2	Monoclinic	Redefined	calcium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-fluoro-richterite	K(NaCa)Mg5Si8O22F2	Monoclinic	Redefined	sodium-calcium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-hastingsite	KCa2(Fe2+4Fe3+)(Si6Al2)O22(OH)2	Monoclinic	Approved	calcium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-jeanlouisite	K(NaCa)(Mg4Ti)Si8O22O2	Monoclinic	Approved	sodium-calcium amphibole	oxo-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-magnesio-arfvedsonite	KNa2[Mg4Fe3+]Si8O22(OH)2	Monoclinic	Approved	sodium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-magnesio-fluoro-arfvedsonite	KNa2(Mg4Fe3+)Si8O22F2	Monoclinic	Redefined	sodium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-magnesio-hastingsite	KCa2(Mg4Fe3+)(Si6Al2)O22(OH)2	Monoclinic	Redefined	calcium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-mangani-leakeite	KNa2(Mg2Mn3+2Li)Si8O22(OH)2	Monoclinic	Redefined	sodium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-pargasite	KCa2(Mg4Al)(Si6Al2)O22(OH)2	Monoclinic	Redefined	calcium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-richterite	K(NaCa)Mg5[Si8O22](OH)2	Monoclinic	Approved	sodium-calcium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassic-sadanagaite	KCa2(Mg3Al2)(Si5Al3)O22(OH)2	Monoclinic	Redefined	calcium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Potassiccarpholite	K(Mn2+Li)Al4(Si2O6)2(OH)4F4	Orthorhombic	Renamed		carpholite			inosilicates	"silicates 
[chain-ribbon]"
Pottsite	(Pb3Bi)Bi4+(VO4)4·H2O	Tetragonal	Approved		pottsite	scheelite	copper	vanadates	phosphates, arsenates, vanadates
Poubaite	PbBi2Se4	Trigonal	Approved		joséite	tetradymite		sulfosalts	sulfides and sulfosalts
Poudretteite	Na2?2KB3[Si12O30]	Hexagonal	Approved		milarite			cyclosilicates	"silicates 
[cluster]"
Poughite	Fe3+2(H2O)2(SO4)(Te4+O3)2·H2O	Orthorhombic	Approved		poughite	poughite		arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Povondraite	NaFe3+3(Fe3+4Mg2)(Si6O18)(BO3)3(OH)3O	Trigonal	Renamed	povondraite	alkali tourmaline	tourmaline		cyclosilicates	"silicates 
[cluster]"
Powellite	Ca(MoO4)	Tetragonal	Grandfathered		wulfenite	scheelite	copper	molybdates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Poyarkovite	Hg3OCl	Monoclinic	Approved		poyarkovite		copper	oxyhalides, hydroxyhalides	halides
Pracha?ite	CaSb5+2(As3+2O5)2O2·10H2O	Trigonal	Approved		pracha?ite			arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Pradetite	CoCu2+4(AsO4)2(AsO3OH)2·9H2O 	Triclinic	Redefined		lindackerite	lindackerite		arsenates	phosphates, arsenates, vanadates
Prehnite	Ca2Al[Si3AlO10](OH)2	Orthorhombic	Grandfathered	prehnite	prehnite				silicates
Preisingerite	Bi3+3(AsO4)2O(OH)	Triclinic	Approved		preisingerite		copper	arsenates	phosphates, arsenates, vanadates
Preiswerkite	Na(Mg2Al)(Al2Si2)O10(OH)2	Monoclinic	Approved	phlogopite	trioctahedral mica	mica		phyllosilicates	"silicates 
[sheet]"
Preobrazhenskite	Mg3[B11O15(OH)9]	Orthorhombic	Grandfathered		preobrazhenskite			heptaborates and other megaborates	borates
Pretulite	Sc(PO4)	Tetragonal	Approved		xenotime	zircon	copper	phosphates	phosphates, arsenates, vanadates
Prewittite	K2Pb3Zn2Cu12O4(SeO3)4Cl20	Orthorhombic	Approved		prewittite		copper	arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
P?íbramite	CuSbSe2	Orthorhombic	Approved	grundmannite	chalcostibite			sulfosalts	sulfides and sulfosalts
Priceite	Ca2B5O7(OH)5·H2O	Monoclinic	Grandfathered		priceite			pentaborates	borates
Priderite	K[Ti4+,Fe3+,Mg]8(O,OH)16	Tetragonal	Grandfathered		priderite	hollandite			oxides
Princivalleite	Na(Mn2+2Al)Al6(Si6O18)(BO3)3(OH)3O	Trigonal	Approved	schorl	alkali tourmaline	tourmaline		cyclosilicates	"silicates 
[cluster]"
Pringleite	Ca9[B26O34(OH)24Cl4]·13H2O	Triclinic	Approved		pringleite			dodecaborates	borates
Priscillagrewite-(Y)	{YCa2}[Zr2](Al3)O12	Cubic	Approved		bitikleite	garnet		aluminates	oxides
Prismatine	(?,Mg,Fe2+)(Al,Mg,Fe)9(Si,Al)4(B,Si,Al)O21(OH,F)	Orthorhombic	Redefined		kornerupine			sorosilicates	"silicates 
[cluster]"
Probertite	NaCa[B5O7(OH)4]·3H2O	Monoclinic	Grandfathered		ulexite			pentaborates	borates
Proshchenkoite-(Y)	[Y,(Ce,Nd,La,Gd),Ca,Na,Mn]15Fe2+Ca[(P,Si)Si6B3](O,F)48 	Trigonal	Approved		okanoganite			nesosilicates	"silicates 
[cluster]"
Prosopite	CaAl2F4[(OH)4-xFx]          (x = 0.0-1.0)	Monoclinic	Grandfathered	prosopite	prosopite	gearksutite		complex halides	halides
Prosperite	Ca2Zn4(AsO4)4·H2O	Monoclinic	Approved		prosperite			arsenates	phosphates, arsenates, vanadates
Protasite	Ba[(U6+O2)3O3(OH)2]·3H2O	Monoclinic	Approved		masuyite	becquerelite		uranyl hydroxides	oxides
Proto-anthophyllite	?Mg2Mg5Si8O22(OH)2	Orthorhombic	Redefined	magnesium-iron-manganese amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Proto-ferro-anthophyllite	?Fe2+2Fe2+5Si8O22(OH)2	Orthorhombic	Redefined	magnesium-iron-manganese amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Proto-ferro-suenoite	?Mn2+2Fe2+5Si8O22(OH)2	Orthorhombic	Renamed	magnesium-iron-manganese amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Protocaseyite	[Al4(OH)6(H2O)12][V10O28]?8H2O	Triclinic	Approved		caseyite	pascoite		arsenate-vanadates	phosphates, arsenates, vanadates
Protochabournéite	Tl4-xPb2+2xSb20-x-yAsyS34          (with 0.02 ? x ? 0.34, 5.71 ? y ? 6.69)	Triclinic	Redefined		chabournéite	sartorite	copper	sulfosalts	sulfides and sulfosalts
Protoenstatite	MgMg(Si2O6)	Orthorhombic	Approved		enstatite	pyroxene		inosilicates	"silicates 
[chain-ribbon]"
Proudite	Cu2Pb16Bi20S47	Monoclinic	Approved		proudite	cannizzarite	copper	sulfosalts	sulfides and sulfosalts
Proustite	Ag3AsS3	Trigonal	Grandfathered		pyrargyrite			sulfosalts	sulfides and sulfosalts
Proxidecagonite	Al34Ni9Fe2	Orthorhombic	Approved		proxidecagonite			quasicrystals	elements
Przhevalskite	Pb(UO2)2(PO4)2·4H2O	Tetragonal	Questionable	metatorbernite	meta-autunite			uranyl phosphates	phosphates, arsenates, vanadates
Pseudoboleite	Pb31[Cu2+24(OH)48]Cl62	Tetragonal	Renamed	cumengeite	boleite			oxyhalides, hydroxyhalides	halides
Pseudobrookite	Fe3+2Ti4+O5	Orthorhombic	Redefined		pseudobrookite				oxides
Pseudocotunnite	K2PbCl4	Orthorhombic	Questionable		cotunnite		copper	oxyhalides, hydroxyhalides	halides
Pseudodickthomssenite	Mg(V5+O3)2?8H2O	Triclinic	Approved	rossite	hewettite			inovanadates	oxides
Pseudograndreefite	Pb6(SO4)F10	Orthorhombic	Approved		grandreefite		copper	sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Pseudojohannite	Cu3(OH)2[(UO2)4O4(SO4)2](H2O)12	Triclinic	Approved		zippeite			uranyl sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Pseudolaueite	Mn2+(H2O)4[Fe3+2(PO4)2(OH)2(H2O)2](H2O)2	Monoclinic	Grandfathered		pseudolaueite	vauxite		phosphates	phosphates, arsenates, vanadates
Pseudolyonsite	Cu2+Cu2+2(VO4)2	Monoclinic	Approved		pseudolyonsite			vanadates	phosphates, arsenates, vanadates
Pseudomalachite	Cu2+5(PO4)2(OH)4	Monoclinic	Grandfathered		cornwallite	cornwallite		phosphates	phosphates, arsenates, vanadates
Pseudomarkeyite	Ca8(UO2)4(CO3)12·21H2O	Monoclinic	Approved		liebigite			uranyl carbonates	carbonates and nitrates
Pseudomeisserite-(NH4)	(NH4)2Na4[(UO2)2(SO4)5]·4H2O	Monoclinic	Approved		meisserite	meisserite		uranyl sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Pseudomertierite	Pd8(As1.5Sb1.5)S=3	Hexagonal	Renamed		mertieite	diamond	copper	metal / metalloids alloys	sulfides and sulfosalts
Pseudopomite	Ca3.5[V4+6V5+9O37(CO3)]?29H2O	Triclinic	Approved		pomite			carbonate-sorovanadates	oxides
Pseudorutile	[Ti4][(Fe3+,Ti)4](O,OH)16	Hexagonal	Redefined		pseudorutile	rutile	copper		oxides
Pseudosinhalite	[(Mg,Fe2+)2Al3](BO4)2O(OH)	Monoclinic	Approved		sinhalite	chrysoberyl	copper	monoborates	borates
Pseudowollastonite	Ca[SiO3]	Monoclinic	Approved		pseudowollastonite	benitoite		cyclosilicates	"silicates 
[cluster]"
Pucherite	Bi(VO4)	Orthorhombic	Grandfathered		pucherite	stibiocolumbite	copper	vanadates	phosphates, arsenates, vanadates
Pumpellyite-(Al)	Ca2AlAl2(SiO4)(Si2O7)[(OH)O]2·H2O	Monoclinic	Approved		pumpellyite			sorosilicates	"silicates 
[cluster]"
Pumpellyite-(Fe2+)	Ca2Fe2+Al2(SiO4)(Si2O7)(OH)2·H2O	Monoclinic	Renamed		pumpellyite			sorosilicates	"silicates 
[cluster]"
Pumpellyite-(Fe3+)	Ca2Fe3+Al2(SiO4)(Si2O7)[(OH)O]2·H2O	Monoclinic	Renamed		pumpellyite			sorosilicates	"silicates 
[cluster]"
Pumpellyite-(Mg)	Ca2MgAl2(SiO4)(Si2O7)(OH)2·H2O	Monoclinic	Renamed		pumpellyite			sorosilicates	"silicates 
[cluster]"
Pumpellyite-(Mn2+)	Ca2Mn2+Al2(SiO4)(Si2O7)(OH)2·H2O	Monoclinic	Renamed		pumpellyite			sorosilicates	"silicates 
[cluster]"
Puninite	Na2Cu3O(SO4)3	Monoclinic	Approved		euchlorine		copper	sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Punkaruaivite	LiTi2[Si4O11(OH)](OH)2·H2O	Monoclinic	Approved		lintisite			inosilicates	"silicates 
[chain-ribbon]"
Purpurite	?Mn3+(PO4)	Orthorhombic	Grandfathered		triphylite		copper	phosphates	phosphates, arsenates, vanadates
Pushcharovskite	Cu(As5+O3OH)(H2O)·0.5(H2O)	Triclinic	Approved		yvonite	haidingerite		arsenates	phosphates, arsenates, vanadates
Putnisite	SrCa4[Cr3+8(OH)16(CO3)8](SO4)·25H2O	Orthorhombic	Approved		putnisite			chromates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Putoranite	Cu1.1(Fe,Ni)1.2S2	Cubic	Approved		talnakhite		copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Puttapaite	Pb2Mn2+2ZnCr3+4O2(AsO4)4(OH)6·12H2O	Monoclinic	Approved		puttapaite			arsenates	phosphates, arsenates, vanadates
Putzite	(Cu4.7Ag3.3)?=8Ge4+S6	Cubic	Approved		argyrodite			sulfosalts	sulfides and sulfosalts
Pyatenkoite-(Y)	Na5YTi[Si6O18]·6H2O	Trigonal	Approved		hilairite			inosilicates	"silicates 
[chain-ribbon]"
Pyracmonite	(NH4)3Fe3+(SO4)3	Trigonal	Approved	pyracmonite	godovikovite	kalsilite		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Pyradoketosite	Ag3SbS3	Monoclinic	Approved	pyradoketosite	wittichenite			sulfosalts	sulfides and sulfosalts
Pyrargyrite	Ag3SbS3	Trigonal	Grandfathered		pyrargyrite			sulfosalts	sulfides and sulfosalts
Pyrite	FeS2	Cubic	Grandfathered		pyrite	pyrite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Pyroaurite	Mg6Fe3+2(CO3)(OH)16·4H2O	Trigonal	Redefined		hydrotalcite	hydrotalcite		carbonates	carbonates and nitrates
Pyrobelonite	PbMn2+(VO4)(OH)	Orthorhombic	Grandfathered		descloizite	descloizite		vanadates	phosphates, arsenates, vanadates
Pyrochroite	Mn2+(OH)2	Trigonal	Grandfathered		brucite			hydroxides	oxides
Pyrolusite	Mn4+O2	Tetragonal	Approved		rutile	rutile	copper		oxides
Pyromorphite	Pb2+2Pb2+3(PO4)3Cl	Hexagonal	Grandfathered		apatite	apatite		phosphates	phosphates, arsenates, vanadates
Pyrope	{Mg3}[Al2](Si3)O12	Cubic	Approved		garnet	garnet		nesosilicates	"silicates 
[cluster]"
Pyrophanite	Mn2+TiO3	Trigonal	Grandfathered		ilmenite	hematite	copper		oxides
Pyrophyllite	Al2Si4O10(OH)2	Monoclinic	Grandfathered	pyrophyllite	talc	dioctahedral talc		phyllosilicates	"silicates 
[sheet]"
Pyrosmalite-(Fe)	Fe2+8Si6O15(OH)8Cl2	Trigonal	Renamed		pyrosmalite	friedelite		phyllosilicates	"silicates 
[sheet]"
Pyrosmalite-(Mn)	Mn2+8Si6O15(OH)8Cl2	Trigonal	Renamed		pyrosmalite	friedelite		phyllosilicates	"silicates 
[sheet]"
Pyrostilpnite	Ag3SbS3	Monoclinic	Grandfathered	 	pyrostilpnite	xanthoconite		sulfosalts	sulfides and sulfosalts
Pyroxferroite	Fe2+7(Si7O21)	Triclinic	Approved		pyroxmangite		7 chains pyroxenoid	inosilicates	"silicates 
[chain-ribbon]"
Pyroxmangite	Mn2+2(Si7O21)	Triclinic	Grandfathered		pyroxmangite		7 chains pyroxenoid	inosilicates	"silicates 
[chain-ribbon]"
Pyrrhotite	Fe2+7S8	Monoclinic	Grandfathered		pyrrhotite	nickeline	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Qandilite	Ti4+Mg2+2O4	Cubic	Approved	ulvöspinel (4-2)	oxyspinel	spinel	copper		oxides
Qaqarssukite-(Ce)	Ba(Ce,Y)[(CO3)2F]	Hexagonal	Approved		synchysite	synchysite		carbonates	carbonates and nitrates
Qatranaite	CaZn(OH)6(H2O)2	Monoclinic	Approved		qatranite			hydroxides	oxides
Qeltite	Ca3TiSi2(Fe3+2Si)S=3O14	Trigonal	Approved		paqueite				silicates
Qilianshanite	NaH4(CO3)(BO3)·2H2O 	Monoclinic	Approved		qilianshanite			unclassified borates	borates
Qingheiite	NaNaMn2+(MgAl)(PO4)3	Monoclinic	Approved		wyllieite	alluaudite		phosphates	phosphates, arsenates, vanadates
Qingsongite	BN	Cubic	Approved		quingsongite	greenockite	copper		elements
Qitianlingite	Fe2+2Nb2W6+O10	Orthorhombic	Questionable		columbite	columbite	copper		oxides
Quadratite	AgCdAsS3	Tetragonal	Approved		freieslebenite		copper	sulfosalts	sulfides and sulfosalts
Quadridavyne	Ca2(Na,K)6[Al6Si6O24]Cl4	Hexagonal	Approved	davyne	cancrinite	cancrinite		tektosilicates	"silicates 
[framework]"
Quadruphite	Na6Na2(CaNa)2Na2Ti2Na2Ti2(Si2O7)2(PO4)4O4F2	Triclinic	Approved		murmanite	seidozerite		sorosilicates	"silicates 
[cluster]"
Quartz	SiO2	Trigonal	Approved		quartz	quartz	copper		oxides
Quatrandorite	Ag15Pb18Sb47S96	Monoclinic	Renamed		andorite	lillianite	copper	sulfosalts	sulfides and sulfosalts
Queitite	PbPb3[Si3Zn2O11](SO4)	Monoclinic	Approved	latiumite	latiumite			sorosilicates	"silicates 
[cluster]"
Quenselite	PbMn3+O2(OH)	Monoclinic	Grandfathered		quenselite			hydroxides	oxides
Quenstedtite	Fe3+2(SO4)3·(9+2)H2O	Triclinic	Grandfathered		kornelite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Quetzalcoatlite	Cu2+3Zn6(Te6+O3)2O6(OH)6(AgxPby)Clx+2y      (x+y <= 2)	Trigonal	Approved		litharge	litharge	copper		oxides
Quijarroite	Cu6HgPb2Bi4Se12	Orthorhombic	Approved		bournonite		copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Quintinite	Mg4Al2(CO3)(OH)12·3H2O	Trigonal	Approved		quintinite	hydrotalcite		carbonates	carbonates and nitrates
Qusongite	WC-4	Hexagonal	Approved		qusongite			metal carbides, silicides, nitrides and phosphides	elements
Raadeite	Mg7(PO4)2(OH)8	Monoclinic	Approved	raadeite	allactite			phosphates	phosphates, arsenates, vanadates
Rabbittite	Ca3Mg3(UO2)2(CO3)6(OH)4·18H2O	Monoclinic	Grandfathered		rabbittite			uranyl carbonates	carbonates and nitrates
Rabejacite	Ca[(UO2)4O4(SO4)2(OH)2](H2O)4	Triclinic	Approved		zippeite			uranyl sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Raberite	Tl5Ag4As6SbS15	Triclinic	Approved		raberite			sulfosalts	sulfides and sulfosalts
Radek?kodaite-(Ce)	(CaCe5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3	Monoclinic	Approved		radek?kodaite	gatelite		sorosilicates	"silicates 
[cluster]"
Radek?kodaite-(La)	(CaLa5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3	Monoclinic	Approved		radek?kodaite	gatelite		sorosilicates	"silicates 
[cluster]"
Radhakrishnaite	PbTe3(Cl,S)2	Tetragonal	Approved		radhakrishnaite	halite	copper	tellurides	sulfides and sulfosalts
Radovanite	Cu2Fe3+(As5+O4)[As3+O2(OH)2]·H2O 	Orthorhombic	Approved		radovanite				phosphates, arsenates, vanadates
Radtkeite	Hg3S2ClI	Monoclinic	Approved		corderoite	parkerite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Radvaniceite	GeS2	Monoclinic	Approved		radvaniceite			sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Raguinite	TlFeS2	Monoclinic	Approved		raguinite	cubanite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Raisaite	Cu2+Mg[Te6+O4(OH)2]?6H2O	Monoclinic	Approved		raisaite			tellurates	phosphates, arsenates, vanadates
Raite	Mn2+Mn2+2Na2(?,Ti)2[Si8O20](OH)2(H2O)4·Na(H2O)6	Monoclinic	Redefined		palygorskite	sepiolite		phyllosilicates	"silicates 
[sheet]"
Rajite	Cu2+Te4+2O5	Monoclinic	Approved	rajite	rajite			arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Rakovanite	(NH4)3Na3[V5+10O28]·12H2O	Monoclinic	Redefined	rakovanite	pascoite	pascoite		sorovanadates	oxides
Ralphcannonite	Zn(Zn0.5Ag0.5)2TlAs2S	Tetragonal	Approved		routhierite	diamond	copper	sulfosalts	sulfides and sulfosalts
Ramaccioniite	Cu4[SeO4](OH)6	Monoclinic	Approved		brochantite			selenates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Ramanite-(Cs)	Cs[B5O6(OH)4]·2H2O 	Monoclinic	Approved		ammonioborite			pentaborates	borates
Ramanite-(Rb)	Rb[B5O6(OH)4]·2H2O 	Orthorhombic	Approved		ammonioborite			pentaborates	borates
Ramazzoite	[Mg8Cu12(PO4)(CO3)4(OH)24(H2O)20][(H0.33SO4)3(H2O)36]	Cubic	Approved		ramazzoite			"carbophospho
sulfates"	carbonates and nitrates
Rambergite	Mn2+S	Hexagonal	Approved		greenockite	greenockite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Ramdohrite	Ag3Pb6Sb11S24	Monoclinic	Grandfathered		andorite	lillianite	copper	sulfosalts	sulfides and sulfosalts
Rameauite	K2Ca[(UO2)6O6(OH)4]·6H2O	Monoclinic	Approved		becquerelite	becquerelite		uranyl hydroxides	oxides
Ramikite-(Y)	Li4(Na,Ca)12(Y,Ca,HREE)6Zr6(PO4)12(CO3)4O4[(OH),F]4	Triclinic	Approved		peatite		copper	phosphates	phosphates, arsenates, vanadates
Rammelsbergite	NiAs2	Orthorhombic	Grandfathered		marcasite	marcasite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Ramosite	Pb2.5Sn8.3Mn2+3.4Sb6.4S56.2	Monoclinic	Approved	cylindrite	cylindrite			sulfosalts	sulfides and sulfosalts
Ramsbeckite	[(Cu2+,Zn)13?2][Zn2(OH)6(SO4)4(OH)16]·6H2O	Monoclinic	Approved		namuwite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Ramsdellite	Mn4+O2	Orthorhombic	Grandfathered		ramsdellite		copper		oxides
Ranciéite	Ca0.2(Mn4+,?)O2·0.6H2O	Hexagonal	Grandfathered		ranciéite			hydroxides	oxides
Rankachite	(V4+,V5+)(W6+,Fe3+)2O8(OH)·(CaxH2Oy)          (x ~ 0.5; y ~ 2)	Orthorhombic	Approved		rankachite			wolframates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Rankamaite	(Na2K)S=3(Ta8Nb2Al)S=11[O26(OH)5)]S=31	Orthorhombic	Approved		rankamaite				oxides
Rankinite	Ca3Si2O7	Monoclinic	Grandfathered		rankinite			sorosilicates	"silicates 
[cluster]"
Ransomite	Cu2+Fe3+2(SO4)4·6H2O	Monoclinic	Grandfathered		ransomite	römerite		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Ranunculite	HAl(UO2)(PO4)(OH)3·4H2O	Tetragonal	Approved		ranunculite			uranyl phosphates	phosphates, arsenates, vanadates
Rapidcreekite	Ca2[(SO4)(CO3)]·4H2O	Orthorhombic	Approved		rapidcreekite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Rappoldite	PbCo2(AsO4)2·2H2O	Triclinic	Approved	helmutwinklerite	helmutwinklerite	vauquelinite		arsenates	phosphates, arsenates, vanadates
Raslakite	Na15(Ca3Fe3)(Na,Zr)3[Zr3(Si,Nb)(Si25O73)(OH,H2O)3](Cl,OH)	Trigonal	Approved	raslakite	eudialyte			cyclosilicates	"silicates 
[cluster]"
Raspite	Pb(W6+O4)	Monoclinic	Grandfathered	raspite	monazite			wolframates	oxides
Rastsvetaevite	Na27K8Ca12Fe3Zr6(Si52O144)(OH,O)6Cl2	Trigonal	Approved	paraeudialyte	eudialyte			cyclosilicates	"silicates 
[cluster]"
Rasvumite	KFe2S3	Orthorhombic	Approved		rasvumite			sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Rathite	AgxTlyPb16?2(x+y)As16+x+y?zSbzS40          (1.6 < x < 2, 0 < y < 3, 0 < z < 3.5)	Monoclinic	Grandfathered		dufrénoysite	sartorite	copper	sulfosalts	sulfides and sulfosalts
Rathite-IV	Pb19As24S55	Monoclinic	Questionable		dufrénoysite	sartorite		sulfosalts	sulfides and sulfosalts
Rauchite	Ni(UO2)2(AsO4)2·10H2O	Triclinic	Approved		rauchite			uranyl arsenates	phosphates, arsenates, vanadates
Rauenthalite	Ca(AsO4)2·10H2O	Triclinic	Approved		rauenthalite			arsenates	phosphates, arsenates, vanadates
Rauvite	Ca[(UO2)2V5+10O28]·16H2O	(!)	Questionable		rauvite	pascoite		uranyl sorovanadates	oxides
Ravatite	C14H10	Monoclinic	Approved		ravatite			hydrocarbons	organic compounds
Raydemarkite	MoO3·H2O	Triclinic	Approved		raydemarkite				oxides
Raygrantite	Pb10Zn(SO4)6(SiO4)2(OH)2	Triclinic	Approved	raygrantite	iranite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Rayite	Ag2Pb8Sb8S21	Monoclinic	Approved		plagionite		copper	sulfosalts	sulfides and sulfosalts
Realgar	As4S4	Monoclinic	Grandfathered		realgar			sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
